App,Test,Name,PO?,Group,Lab,Exp,Time,LOC,PO Time,# Test Cases Implemented,% over all,Total Time,Total Time h,Time 1x,Time 10x,Time 10000x
Addressbook,Addressbook5,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"1350,000","21,000","2933,000","10,000","50,000","6454,000","1,793","1643,300","1379,330","1350,029"
Addressbook,Addressbook5,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","44,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook5,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","18,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook5,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook5,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"1844,000","15,000","4286,000","15,000","75,000","9914,000","2,754","2129,733","1872,573","1844,029"
Addressbook,Addressbook5,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"1977,000","51,000","5484,000","13,000","65,000","11406,000","3,168","2398,846","2019,185","1977,042"
Addressbook,Addressbook5,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"453,000","48,000","4932,000","5,000","25,000","7652,000","2,126","1439,400","551,640","453,099"
Addressbook,Addressbook5,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"1751,000","20,000","3754,000","20,000","100,000","10914,000","3,032","1938,700","1769,770","1751,019"
Addressbook,Addressbook5,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"723,000","27,000","7650,000","19,000","95,000","11633,000","3,231","1125,632","763,263","723,040"
Addressbook,Addressbook5,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"2065,000","29,000","8551,000","15,000","75,000","13810,000","3,836","2635,067","2122,007","2065,057"
Addressbook,Addressbook5,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"1214,000","10,000","4713,000","5,000","25,000","7473,000","2,076","2156,600","1308,260","1214,094"
Addressbook,Addressbook5,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"857,000","34,000","2904,000","20,000","100,000","8100,000","2,250","1002,200","871,520","857,015"
Addressbook,Addressbook5,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"1016,000","22,000","7401,000","8,000","40,000","10965,000","3,046","1941,125","1108,513","1016,093"
Addressbook,Addressbook5,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"1470,000","34,000","5940,000","20,000","100,000","11389,000","3,164","1767,000","1499,700","1470,030"
Addressbook,Addressbook6,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook6,student_1,PO-No,C-Addressbook,first-day,msc-x,"217,000","18,000","0,000","16,000","80,000","5410,000","1,503","217,000","217,000","217,000"
Addressbook,Addressbook6,student_4,PO-No,A-Addressbook,second-day,msc-x,"298,000","0,000","0,000","11,000","55,000","3348,000","0,930","298,000","298,000","298,000"
Addressbook,Addressbook6,student_5,PO-No,A-Addressbook,second-day,msc-x,"238,000","11,000","0,000","19,000","95,000","5350,000","1,486","238,000","238,000","238,000"
Addressbook,Addressbook6,student_7,PO-No,A-Addressbook,second-day,msc-x,"241,000","36,000","0,000","10,000","50,000","3835,000","1,065","241,000","241,000","241,000"
Addressbook,Addressbook6,student_8,PO-No,C-Addressbook,first-day,msc-x,"80,000","8,000","0,000","11,000","55,000","5048,000","1,402","80,000","80,000","80,000"
Addressbook,Addressbook6,student_9,PO-No,C-Addressbook,first-day,msc-y,"0,000","30,000","0,000","10,000","50,000","4522,000","1,256","0,000","0,000","0,000"
Addressbook,Addressbook6,student_10,PO-No,A-Addressbook,second-day,msc-y,"210,000","36,000","0,000","18,000","90,000","9098,000","2,527","210,000","210,000","210,000"
Addressbook,Addressbook6,student_11,PO-No,C-Addressbook,first-day,msc-y,"932,000","20,000","0,000","7,000","35,000","6537,000","1,816","932,000","932,000","932,000"
Addressbook,Addressbook6,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","35,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook6,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","28,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook6,student_17,PO-No,A-Addressbook,second-day,msc-y,"814,000","30,000","0,000","13,000","65,000","8930,000","2,481","814,000","814,000","814,000"
Addressbook,Addressbook6,student_19,PO-No,C-Addressbook,first-day,phd,"299,000","0,000","0,000","10,000","50,000","7770,000","2,158","299,000","299,000","299,000"
Addressbook,Addressbook6,student_22,PO-No,C-Addressbook,first-day,phd,"128,000","0,000","0,000","16,000","80,000","5417,000","1,505","128,000","128,000","128,000"
Addressbook,Addressbook6,student_23,PO-No,C-Addressbook,first-day,phd,"1244,000","8,000","0,000","10,000","50,000","8221,000","2,284","1244,000","1244,000","1244,000"
Addressbook,Addressbook6,student_27,PO-No,A-Addressbook,second-day,phd,"275,000","0,000","0,000","12,000","60,000","4926,000","1,368","275,000","275,000","275,000"
Addressbook,Addressbook6,student_28,PO-No,A-Addressbook,second-day,phd,"420,000","22,000","0,000","20,000","100,000","10966,000","3,046","420,000","420,000","420,000"
Addressbook,Addressbook6,student_31,PO-No,A-Addressbook,second-day,phd,"0,000","38,000","0,000","12,000","60,000","6041,000","1,678","0,000","0,000","0,000"
Addressbook,Addressbook6,student_33,PO-No,A-Addressbook,second-day,phd,"643,000","25,000","0,000","18,000","90,000","10641,000","2,956","643,000","643,000","643,000"
Addressbook,Addressbook6,student_35,PO-No,A-Addressbook,second-day,phd,"602,000","58,000","0,000","17,000","85,000","8069,000","2,241","602,000","602,000","602,000"
Addressbook,Addressbook6,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","13,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook6,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"594,000","0,000","3636,000","9,000","45,000","6265,000","1,740","998,000","634,400","594,040"
Addressbook,Addressbook6,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"344,000","21,000","2933,000","10,000","50,000","6454,000","1,793","637,300","373,330","344,029"
Addressbook,Addressbook6,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","46,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook6,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","18,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook6,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook6,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","15,000","4286,000","15,000","75,000","9914,000","2,754","0,000","0,000","0,000"
Addressbook,Addressbook6,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"191,000","50,000","5484,000","13,000","65,000","11406,000","3,168","612,846","233,185","191,042"
Addressbook,Addressbook6,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","48,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook6,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"339,000","0,000","3754,000","20,000","100,000","10914,000","3,032","526,700","357,770","339,019"
Addressbook,Addressbook6,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"0,000","28,000","7650,000","19,000","95,000","11633,000","3,231","0,000","0,000","0,000"
Addressbook,Addressbook6,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"454,000","27,000","8551,000","15,000","75,000","13810,000","3,836","1024,067","511,007","454,057"
Addressbook,Addressbook6,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","10,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook6,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"543,000","34,000","2904,000","20,000","100,000","8100,000","2,250","688,200","557,520","543,015"
Addressbook,Addressbook6,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","22,000","7401,000","8,000","40,000","10965,000","3,046","0,000","0,000","0,000"
Addressbook,Addressbook6,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"164,000","32,000","5940,000","20,000","100,000","11389,000","3,164","461,000","193,700","164,030"
Addressbook,Addressbook7,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook7,student_1,PO-No,C-Addressbook,first-day,msc-x,"130,000","18,000","0,000","16,000","80,000","5410,000","1,503","130,000","130,000","130,000"
Addressbook,Addressbook7,student_4,PO-No,A-Addressbook,second-day,msc-x,"139,000","0,000","0,000","11,000","55,000","3348,000","0,930","139,000","139,000","139,000"
Addressbook,Addressbook7,student_5,PO-No,A-Addressbook,second-day,msc-x,"117,000","11,000","0,000","19,000","95,000","5350,000","1,486","117,000","117,000","117,000"
Addressbook,Addressbook7,student_7,PO-No,A-Addressbook,second-day,msc-x,"147,000","37,000","0,000","10,000","50,000","3835,000","1,065","147,000","147,000","147,000"
Addressbook,Addressbook7,student_8,PO-No,C-Addressbook,first-day,msc-x,"87,000","8,000","0,000","11,000","55,000","5048,000","1,402","87,000","87,000","87,000"
Addressbook,Addressbook7,student_9,PO-No,C-Addressbook,first-day,msc-y,"39,000","30,000","0,000","10,000","50,000","4522,000","1,256","39,000","39,000","39,000"
Addressbook,Addressbook7,student_10,PO-No,A-Addressbook,second-day,msc-y,"270,000","36,000","0,000","18,000","90,000","9098,000","2,527","270,000","270,000","270,000"
Addressbook,Addressbook7,student_11,PO-No,C-Addressbook,first-day,msc-y,"668,000","20,000","0,000","7,000","35,000","6537,000","1,816","668,000","668,000","668,000"
Addressbook,Addressbook7,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","35,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook7,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","28,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook7,student_17,PO-No,A-Addressbook,second-day,msc-y,"170,000","30,000","0,000","13,000","65,000","8930,000","2,481","170,000","170,000","170,000"
Addressbook,Addressbook7,student_19,PO-No,C-Addressbook,first-day,phd,"370,000","0,000","0,000","10,000","50,000","7770,000","2,158","370,000","370,000","370,000"
Addressbook,Addressbook7,student_22,PO-No,C-Addressbook,first-day,phd,"114,000","0,000","0,000","16,000","80,000","5417,000","1,505","114,000","114,000","114,000"
Addressbook,Addressbook7,student_23,PO-No,C-Addressbook,first-day,phd,"0,000","8,000","0,000","10,000","50,000","8221,000","2,284","0,000","0,000","0,000"
Addressbook,Addressbook7,student_27,PO-No,A-Addressbook,second-day,phd,"358,000","0,000","0,000","12,000","60,000","4926,000","1,368","358,000","358,000","358,000"
Addressbook,Addressbook7,student_28,PO-No,A-Addressbook,second-day,phd,"177,000","22,000","0,000","20,000","100,000","10966,000","3,046","177,000","177,000","177,000"
Addressbook,Addressbook7,student_31,PO-No,A-Addressbook,second-day,phd,"0,000","38,000","0,000","12,000","60,000","6041,000","1,678","0,000","0,000","0,000"
Addressbook,Addressbook7,student_33,PO-No,A-Addressbook,second-day,phd,"253,000","25,000","0,000","18,000","90,000","10641,000","2,956","253,000","253,000","253,000"
Addressbook,Addressbook7,student_35,PO-No,A-Addressbook,second-day,phd,"172,000","58,000","0,000","17,000","85,000","8069,000","2,241","172,000","172,000","172,000"
Addressbook,Addressbook7,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","13,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook7,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"123,000","0,000","3636,000","9,000","45,000","6265,000","1,740","527,000","163,400","123,040"
Addressbook,Addressbook7,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"407,000","21,000","2933,000","10,000","50,000","6454,000","1,793","700,300","436,330","407,029"
Addressbook,Addressbook7,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","0,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook7,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","18,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook7,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook7,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"98,000","15,000","4286,000","15,000","75,000","9914,000","2,754","383,733","126,573","98,029"
Addressbook,Addressbook7,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"56,000","49,000","5484,000","13,000","65,000","11406,000","3,168","477,846","98,185","56,042"
Addressbook,Addressbook7,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","48,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook7,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"224,000","0,000","3754,000","20,000","100,000","10914,000","3,032","411,700","242,770","224,019"
Addressbook,Addressbook7,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"81,000","27,000","7650,000","19,000","95,000","11633,000","3,231","483,632","121,263","81,040"
Addressbook,Addressbook7,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"85,000","27,000","8551,000","15,000","75,000","13810,000","3,836","655,067","142,007","85,057"
Addressbook,Addressbook7,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","10,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook7,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"77,000","34,000","2904,000","20,000","100,000","8100,000","2,250","222,200","91,520","77,015"
Addressbook,Addressbook7,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","22,000","7401,000","8,000","40,000","10965,000","3,046","0,000","0,000","0,000"
Addressbook,Addressbook7,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"146,000","32,000","5940,000","20,000","100,000","11389,000","3,164","443,000","175,700","146,030"
Addressbook,Addressbook8,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook8,student_1,PO-No,C-Addressbook,first-day,msc-x,"563,000","18,000","0,000","16,000","80,000","5410,000","1,503","563,000","563,000","563,000"
Addressbook,Addressbook8,student_4,PO-No,A-Addressbook,second-day,msc-x,"63,000","0,000","0,000","11,000","55,000","3348,000","0,930","63,000","63,000","63,000"
Addressbook,Addressbook8,student_5,PO-No,A-Addressbook,second-day,msc-x,"87,000","11,000","0,000","19,000","95,000","5350,000","1,486","87,000","87,000","87,000"
Addressbook,Addressbook8,student_7,PO-No,A-Addressbook,second-day,msc-x,"106,000","36,000","0,000","10,000","50,000","3835,000","1,065","106,000","106,000","106,000"
Addressbook,Addressbook8,student_8,PO-No,C-Addressbook,first-day,msc-x,"302,000","8,000","0,000","11,000","55,000","5048,000","1,402","302,000","302,000","302,000"
Addressbook,Addressbook8,student_9,PO-No,C-Addressbook,first-day,msc-y,"599,000","30,000","0,000","10,000","50,000","4522,000","1,256","599,000","599,000","599,000"
Addressbook,Addressbook8,student_10,PO-No,A-Addressbook,second-day,msc-y,"233,000","36,000","0,000","18,000","90,000","9098,000","2,527","233,000","233,000","233,000"
Addressbook,Addressbook8,student_11,PO-No,C-Addressbook,first-day,msc-y,"218,000","20,000","0,000","7,000","35,000","6537,000","1,816","218,000","218,000","218,000"
Addressbook,Addressbook8,student_13,PO-No,A-Addressbook,second-day,msc-y,"884,000","35,000","0,000","12,000","60,000","12749,000","3,541","884,000","884,000","884,000"
Addressbook,Addressbook8,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","27,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook8,student_17,PO-No,A-Addressbook,second-day,msc-y,"0,000","30,000","0,000","13,000","65,000","8930,000","2,481","0,000","0,000","0,000"
Addressbook,Addressbook8,student_19,PO-No,C-Addressbook,first-day,phd,"203,000","0,000","0,000","10,000","50,000","7770,000","2,158","203,000","203,000","203,000"
Addressbook,Addressbook8,student_22,PO-No,C-Addressbook,first-day,phd,"256,000","43,000","0,000","16,000","80,000","5417,000","1,505","256,000","256,000","256,000"
Addressbook,Addressbook8,student_23,PO-No,C-Addressbook,first-day,phd,"1046,000","8,000","0,000","10,000","50,000","8221,000","2,284","1046,000","1046,000","1046,000"
Addressbook,Addressbook8,student_27,PO-No,A-Addressbook,second-day,phd,"234,000","0,000","0,000","12,000","60,000","4926,000","1,368","234,000","234,000","234,000"
Addressbook,Addressbook8,student_28,PO-No,A-Addressbook,second-day,phd,"156,000","22,000","0,000","20,000","100,000","10966,000","3,046","156,000","156,000","156,000"
